ESTACION,TIEMPO,AIRETEMPERATURA,BULBOTEMPERATURA,HUMEDAD,INTECIDADLLUVIA,INTERVALOLLUVIA,LLUVIATOTAL,PRECICION,DIRECIONVIENTO,VELOCIDADVIENTO,VELOCIDADMAXIMA,BAROMETRICA,RADIACIONSOLAR,RUMBO,BATERIA,HORAMEDICION,ID
Oak Street Weather Station,,242,224,86,0,0,2326,0,37,12,19,996,146,1,121,,OakStreetWeatherStation201608161100
63rd Street Weather Station,,245,23,88,0,0,6576,0,31,32,49,9956,283,355,12,,63rdStreetWeatherStation201608161200
Oak Street Weather Station,,249,225,81,0,0,2326,0,34,16,26,9962,793,1,121,,OakStreetWeatherStation201608161200
63rd Street Weather Station,,25,23,84,0,0,6576,0,76,24,36,9956,809,354,12,,63rdStreetWeatherStation201608161300
Oak Street Weather Station,,255,224,76,0,0,2326,0,122,9,16,9961,793,2,121,,OakStreetWeatherStation201608161300
63rd Street Weather Station,,252,231,84,0,0,6576,0,81,34,49,9957,765,354,12,,63rdStreetWeatherStation201608161400
Oak Street Weather Station,,253,223,77,0,0,2326,0,85,15,25,9962,735,1,121,,OakStreetWeatherStation201608161400
63rd Street Weather Station,,249,227,83,0,0,6576,0,105,15,33,9955,697,353,119,,63rdStreetWeatherStation201608161500
Oak Street Weather Station,,259,229,78,0,0,2326,0,115,1,22,9961,644,1,121,,OakStreetWeatherStation201608161500
63rd Street Weather Station,,256,228,79,0,0,6576,0,115,5,9,9955,559,353,119,,63rdStreetWeatherStation201608161600
Oak Street Weather Station,,256,227,78,0,0,2326,0,109,16,35,9959,503,1,121,,OakStreetWeatherStation201608161600
63rd Street Weather Station,,255,232,82,0,0,6576,0,119,4,11,9954,420,353,119,,63rdStreetWeatherStation201608161700
Oak Street Weather Station,,255,224,77,0,0,2326,0,110,17,4,9959,49,1,121,,OakStreetWeatherStation201608161700
63rd Street Weather Station,,253,231,83,0,0,6576,0,152,7,19,9952,239,353,118,,63rdStreetWeatherStation201608161800
Oak Street Weather Station,,259,199,58,0,0,2326,0,109,13,35,9956,33,1,121,,OakStreetWeatherStation201608161800
63rd Street Weather Station,,249,231,86,0,0,6576,0,165,8,23,9951,84,354,12,,63rdStreetWeatherStation201608161900
Oak Street Weather Station,,257,216,70,0,0,2326,0,106,12,24,9955,19,1,121,,OakStreetWeatherStation201608161900
63rd Street Weather Station,,251,213,72,0,0,6576,0,167,16,2,9955,1,355,12,,63rdStreetWeatherStation201608162000
Oak Street Weather Station,,254,212,69,0,0,2326,0,110,11,27,9958,-3,1,12,,OakStreetWeatherStation201608162000
63rd Street Weather Station,,258,211,66,0,0,6576,0,176,12,18,9961,0,354,12,,63rdStreetWeatherStation201608162100
63rd Street Weather Station,,255,221,75,0,0,6576,0,192,14,26,9964,0,354,119,,63rdStreetWeatherStation201608162200
Oak Street Weather Station,,261,214,66,0,0,2326,0,123,12,21,9967,-4,1,12,,OakStreetWeatherStation201608162200
63rd Street Weather Station,,249,224,81,0,0,6576,0,222,13,21,9966,0,354,119,,63rdStreetWeatherStation201608162300
Oak Street Weather Station,,261,214,66,0,0,2326,0,71,0,11,9969,-4,1,12,,OakStreetWeatherStation201608162300
63rd Street Weather Station,,243,223,84,0,0,6576,0,225,1,19,9969,0,354,119,,63rdStreetWeatherStation201608172400
Oak Street Weather Station,,262,215,66,0,0,2326,0,261,8,12,9972,-4,1,12,,OakStreetWeatherStation201608172400
63rd Street Weather Station,,239,217,83,0,0,6576,0,243,19,25,9971,0,354,12,,63rdStreetWeatherStation201608170100
Oak Street Weather Station,,258,214,68,0,0,2326,0,0,3,1,9975,-4,1,12,,OakStreetWeatherStation201608170100
63rd Street Weather Station,,235,215,84,0,0,6576,0,239,2,28,9967,0,356,119,,63rdStreetWeatherStation201608170200
Oak Street Weather Station,,255,213,69,0,0,2326,0,300,9,21,997,-4,1,12,,OakStreetWeatherStation201608170200
63rd Street Weather Station,,23,212,85,0,0,6576,0,236,19,25,9963,0,354,119,,63rdStreetWeatherStation201608170300
Oak Street Weather Station,,25,211,70,0,0,2326,0,291,9,16,9966,-3,1,119,,OakStreetWeatherStation201608170300
63rd Street Weather Station,,226,209,86,0,0,6576,0,235,13,24,9959,0,355,119,,63rdStreetWeatherStation201608170400
Oak Street Weather Station,,25,209,70,0,0,2326,0,256,16,48,996,-3,1,12,,OakStreetWeatherStation201608170400
63rd Street Weather Station,,222,206,86,0,0,6576,0,239,22,37,996,0,354,119,,63rdStreetWeatherStation201608170500
Oak Street Weather Station,,244,21,74,0,0,2326,0,256,16,32,9966,-3,1,121,,OakStreetWeatherStation201608170500
63rd Street Weather Station,,219,204,88,0,0,6576,0,248,2,31,9965,4,354,119,,63rdStreetWeatherStation201608170600
Oak Street Weather Station,,241,209,75,0,0,2326,0,295,1,27,9969,0,1,12,,OakStreetWeatherStation201608170600
63rd Street Weather Station,,227,209,86,0,0,6576,0,247,26,38,9969,83,355,12,,63rdStreetWeatherStation201608170700
Oak Street Weather Station,,248,212,73,0,0,2326,0,270,13,36,997,66,1,121,,OakStreetWeatherStation201608170700
63rd Street Weather Station,,243,217,79,0,0,6576,0,252,27,37,9968,114,355,119,,63rdStreetWeatherStation201608170800
Oak Street Weather Station,,251,215,73,0,0,2326,0,259,13,18,9972,284,1,121,,OakStreetWeatherStation201608170800
63rd Street Weather Station,,26,223,73,0,0,6576,0,253,37,55,9965,577,355,12,,63rdStreetWeatherStation201608170900
Oak Street Weather Station,,26,217,68,6,0,2326,60,321,6,18,997,177,1,12,,OakStreetWeatherStation201608170900
63rd Street Weather Station,,264,223,70,0,0,6576,0,258,35,54,9968,233,354,12,,63rdStreetWeatherStation201608171000
Oak Street Weather Station,,266,22,67,0,0,2326,0,255,23,45,9972,188,1,121,,OakStreetWeatherStation201608171000
63rd Street Weather Station,,28,227,64,0,0,6576,0,258,48,79,9965,680,355,12,,63rdStreetWeatherStation201608171100
Oak Street Weather Station,,283,224,61,0,0,2326,0,250,17,43,997,796,2,121,,OakStreetWeatherStation201608171100
63rd Street Weather Station,,287,226,59,0,0,6576,0,277,27,49,9959,793,355,119,,63rdStreetWeatherStation201608171200
Oak Street Weather Station,,295,229,57,0,0,2326,0,69,5,13,9962,971,2,121,,OakStreetWeatherStation201608171200
63rd Street Weather Station,,291,228,59,0,0,6576,0,271,51,68,9955,840,354,119,,63rdStreetWeatherStation201608171300
Oak Street Weather Station,,306,228,51,0,0,2326,0,285,17,54,996,861,2,122,,OakStreetWeatherStation201608171300
63rd Street Weather Station,,293,231,59,0,0,6576,0,248,42,6,9952,329,355,118,,63rdStreetWeatherStation201608171400
Oak Street Weather Station,,308,214,44,0,0,2326,0,357,15,36,9954,777,2,121,,OakStreetWeatherStation201608171400
63rd Street Weather Station,,295,227,56,0,0,6576,0,254,5,71,9946,109,354,119,,63rdStreetWeatherStation201608171500
Oak Street Weather Station,,278,224,63,0,0,2326,0,227,9,19,9953,615,1,122,,OakStreetWeatherStation201608171500
63rd Street Weather Station,,297,225,54,0,0,6576,0,316,25,54,9944,177,354,12,,63rdStreetWeatherStation201608171600
Oak Street Weather Station,,275,217,61,0,0,2326,0,123,8,16,995,127,1,121,,OakStreetWeatherStation201608171600
63rd Street Weather Station,,264,234,78,0,0,6576,0,70,4,65,9946,99,355,119,,63rdStreetWeatherStation201608171700
Oak Street Weather Station,,253,221,76,0,0,2326,0,83,12,19,9955,58,1,121,,OakStreetWeatherStation201608171700
63rd Street Weather Station,,256,225,77,0,0,6576,0,16,44,75,9951,20,354,12,,63rdStreetWeatherStation201608171800
Oak Street Weather Station,,257,226,77,0,7,2333,0,101,7,16,9955,53,1,121,,OakStreetWeatherStation201608171800
63rd Street Weather Station,,251,217,74,0,0,6576,0,103,4,9,995,85,354,119,,63rdStreetWeatherStation201608171900
Oak Street Weather Station,,275,226,66,0,0,2333,0,71,1,18,9954,17,1,121,,OakStreetWeatherStation201608171900
63rd Street Weather Station,,26,221,71,0,0,6576,0,248,8,13,9954,1,354,12,,63rdStreetWeatherStation201608172000
Oak Street Weather Station,,277,213,57,0,0,2333,0,248,15,27,9958,-3,1,12,,OakStreetWeatherStation201608172000
63rd Street Weather Station,,263,222,70,0,0,6576,0,226,7,1,9957,0,355,12,,63rdStreetWeatherStation201608172100
Oak Street Weather Station,,273,213,59,0,0,2333,0,0,0,5,9962,-4,1,12,,OakStreetWeatherStation201608172100
63rd Street Weather Station,,248,225,83,0,0,6576,0,155,5,1,9961,0,354,119,,63rdStreetWeatherStation201608172200
Oak Street Weather Station,,258,216,70,0,0,2333,0,131,7,1,9966,-4,1,12,,OakStreetWeatherStation201608172200
63rd Street Weather Station,,247,222,81,0,0,6576,0,164,17,26,9963,0,354,12,,63rdStreetWeatherStation201608172300
Oak Street Weather Station,,26,22,71,0,0,2333,0,117,1,2,9968,-4,1,121,,OakStreetWeatherStation201608172300
63rd Street Weather Station,,249,218,77,0,0,6576,0,0,0,0,9966,0,355,119,,63rdStreetWeatherStation201608182400
Oak Street Weather Station,,259,215,68,0,0,2333,0,202,4,14,9971,-4,1,12,,OakStreetWeatherStation201608182400
63rd Street Weather Station,,244,214,77,0,0,6576,0,235,7,1,9963,0,355,119,,63rdStreetWeatherStation201608180100
Oak Street Weather Station,,261,217,68,0,0,2333,0,20,4,5,9967,-4,1,121,,OakStreetWeatherStation201608180100
Oak Street Weather Station,,255,218,73,0,0,2333,0,326,0,5,9962,-4,1,121,,OakStreetWeatherStation201608180200
63rd Street Weather Station,,236,224,91,0,0,6576,0,215,18,37,9957,0,354,119,,63rdStreetWeatherStation201608180300
Oak Street Weather Station,,258,218,71,0,0,2333,0,249,5,1,996,-3,1,12,,OakStreetWeatherStation201608180300
63rd Street Weather Station,,236,229,94,0,0,6576,0,250,21,33,9958,0,354,118,,63rdStreetWeatherStation201608180400
Oak Street Weather Station,,257,222,74,0,0,2333,0,280,11,23,9962,-4,1,12,,OakStreetWeatherStation201608180400
63rd Street Weather Station,,236,229,94,0,0,6576,0,230,16,25,9953,0,354,119,,63rdStreetWeatherStation201608180500
Oak Street Weather Station,,257,225,76,0,0,2333,0,0,0,7,9957,-4,1,12,,OakStreetWeatherStation201608180500
63rd Street Weather Station,,238,23,94,0,0,6576,0,224,2,36,9953,14,355,119,,63rdStreetWeatherStation201608180600
Oak Street Weather Station,,251,226,81,0,0,2333,0,21,5,14,9958,3,1,12,,OakStreetWeatherStation201608180600
63rd Street Weather Station,,239,23,93,1836,46,6622,60,249,37,5,9955,1,354,12,,63rdStreetWeatherStation201608180700
Oak Street Weather Station,,231,218,89,84,15,2349,60,313,9,17,9962,-2,2,12,,OakStreetWeatherStation201608180700
63rd Street Weather Station,,209,208,99,12,237,686,60,352,8,14,996,6,354,119,,63rdStreetWeatherStation201608180800
Oak Street Weather Station,,219,207,90,0,45,2393,60,76,2,28,996,14,1,12,,OakStreetWeatherStation201608180800
63rd Street Weather Station,,213,212,99,0,5,6865,0,190,1,2,9955,77,354,119,,63rdStreetWeatherStation201608180900
Oak Street Weather Station,,225,212,89,0,0,2393,0,123,6,13,9958,57,1,121,,OakStreetWeatherStation201608180900
63rd Street Weather Station,,226,218,93,0,0,6865,0,165,15,32,9957,421,355,12,,63rdStreetWeatherStation201608181000
Oak Street Weather Station,,235,219,87,0,0,2393,0,85,11,25,9959,605,1,121,,OakStreetWeatherStation201608181000
63rd Street Weather Station,,248,232,87,0,0,6865,0,219,3,67,9953,629,355,119,,63rdStreetWeatherStation201608181100
Oak Street Weather Station,,259,228,77,0,0,2393,0,66,11,15,9956,699,2,121,,OakStreetWeatherStation201608181100
63rd Street Weather Station,,27,239,77,0,0,6865,0,243,38,76,9945,767,355,12,,63rdStreetWeatherStation201608181200
Oak Street Weather Station,,281,232,66,0,0,2393,0,251,1,28,9948,763,2,121,,OakStreetWeatherStation201608181200
63rd Street Weather Station,,283,243,72,0,0,6865,0,246,39,59,9943,505,354,12,,63rdStreetWeatherStation201608181300
Oak Street Weather Station,,294,239,64,0,0,2393,0,154,8,26,9944,643,2,12,,OakStreetWeatherStation201608181300
63rd Street Weather Station,,293,241,65,0,0,6865,0,253,33,58,9936,585,354,12,,63rdStreetWeatherStation201608181400
Oak Street Weather Station,,305,242,59,0,0,2393,0,218,4,18,9941,774,2,121,,OakStreetWeatherStation201608181400
63rd Street Weather Station,,288,239,67,0,0,6865,0,249,41,7,9932,315,355,12,,63rdStreetWeatherStation201608181500
Oak Street Weather Station,,299,24,61,0,0,2393,0,33,16,46,9937,441,2,121,,OakStreetWeatherStation201608181500
63rd Street Weather Station,,287,247,73,0,0,6865,0,222,25,59,9928,539,354,119,,63rdStreetWeatherStation201608181600
Oak Street Weather Station,,303,241,60,0,0,2393,0,0,7,23,9931,192,2,121,,OakStreetWeatherStation201608181600
63rd Street Weather Station,,285,238,68,0,0,6865,0,212,29,46,9924,270,355,119,,63rdStreetWeatherStation201608181700
Oak Street Weather Station,,297,241,63,0,0,2393,0,40,11,23,9926,120,1,121,,OakStreetWeatherStation201608181700
63rd Street Weather Station,,282,241,72,0,0,6865,0,197,35,74,992,125,354,119,,63rdStreetWeatherStation201608181800
Oak Street Weather Station,,296,239,62,0,0,2393,0,227,5,19,9921,53,2,121,,OakStreetWeatherStation201608181800
63rd Street Weather Station,,267,241,80,0,0,6865,0,221,21,39,9916,39,354,119,,63rdStreetWeatherStation201608181900
Oak Street Weather Station,,285,233,64,0,0,2393,0,260,5,14,9919,14,2,121,,OakStreetWeatherStation201608181900
63rd Street Weather Station,,258,24,87,0,0,6865,0,223,18,31,9918,0,353,12,,63rdStreetWeatherStation201608182000
Oak Street Weather Station,,277,228,66,0,0,2393,0,345,8,2,9921,-4,1,12,,OakStreetWeatherStation201608182000
63rd Street Weather Station,,251,22,77,0,0,6865,0,223,22,35,9924,0,354,12,,63rdStreetWeatherStation201608182100
Oak Street Weather Station,,266,223,70,0,0,2393,0,221,5,27,9927,-4,1,121,,OakStreetWeatherStation201608182100
63rd Street Weather Station,,245,213,75,0,0,6865,0,215,33,66,9926,0,354,12,,63rdStreetWeatherStation201608182200
Oak Street Weather Station,,261,221,71,0,0,2393,0,256,14,4,9924,-4,1,12,,OakStreetWeatherStation201608182200
63rd Street Weather Station,,237,21,79,0,0,6865,0,252,33,48,9922,0,354,12,,63rdStreetWeatherStation201608182300
Oak Street Weather Station,,255,214,70,0,0,2393,0,294,8,3,9925,-4,1,121,,OakStreetWeatherStation201608182300
63rd Street Weather Station,,234,212,82,0,0,6866,0,246,38,64,9922,0,354,12,,63rdStreetWeatherStation201608192400
Oak Street Weather Station,,24,216,81,144,15,2408,60,268,6,28,9931,-3,1,121,,OakStreetWeatherStation201608192400
63rd Street Weather Station,,235,218,86,0,0,6866,0,240,32,48,992,0,354,119,,63rdStreetWeatherStation201608190100
Oak Street Weather Station,,241,216,80,0,8,2416,0,293,5,19,9923,-3,1,121,,OakStreetWeatherStation201608190100
63rd Street Weather Station,,234,216,86,0,0,6866,0,243,23,37,9915,0,354,119,,63rdStreetWeatherStation201608190200
Oak Street Weather Station,,243,205,71,0,0,2416,0,286,13,36,9916,-3,1,121,,OakStreetWeatherStation201608190200
63rd Street Weather Station,,23,211,85,0,0,6866,0,231,34,56,991,0,354,12,,63rdStreetWeatherStation201608190300
Oak Street Weather Station,,254,202,63,0,0,2416,0,275,11,23,9911,-4,1,121,,OakStreetWeatherStation201608190300
63rd Street Weather Station,,225,205,84,0,0,6866,0,187,34,62,9901,0,354,119,,63rdStreetWeatherStation201608190400
Oak Street Weather Station,,238,204,74,6,0,2416,60,100,6,21,9908,-3,1,121,,OakStreetWeatherStation201608190400
63rd Street Weather Station,,221,199,82,0,0,6866,0,355,14,2,9909,0,354,119,,63rdStreetWeatherStation201608190500
Oak Street Weather Station,,233,199,74,0,0,2416,0,357,12,17,9918,-3,1,12,,OakStreetWeatherStation201608190500
63rd Street Weather Station,,219,199,83,0,0,6866,0,242,5,13,9913,1,354,119,,63rdStreetWeatherStation201608190600
Oak Street Weather Station,,232,199,74,0,0,2416,0,0,0,4,9915,0,1,12,,OakStreetWeatherStation201608190600
63rd Street Weather Station,,221,20,83,0,0,6866,0,248,3,44,9914,20,354,119,,63rdStreetWeatherStation201608190700
Oak Street Weather Station,,232,199,74,0,0,2416,0,275,17,4,9915,24,1,121,,OakStreetWeatherStation201608190700
63rd Street Weather Station,,225,201,80,0,0,6866,0,265,23,43,9917,94,354,12,,63rdStreetWeatherStation201608190800
Oak Street Weather Station,,238,202,73,0,0,2416,0,277,14,39,992,131,1,121,,OakStreetWeatherStation201608190800
63rd Street Weather Station,,248,209,71,0,0,6866,0,255,38,56,9914,225,355,119,,63rdStreetWeatherStation201608190900
Oak Street Weather Station,,251,204,66,0,0,2416,0,271,2,48,9917,160,1,12,,OakStreetWeatherStation201608190900
63rd Street Weather Station,,252,212,71,0,0,6866,0,259,44,73,9918,110,355,12,,63rdStreetWeatherStation201608191000
Oak Street Weather Station,,261,208,63,0,0,2416,0,288,15,34,9922,216,1,12,,OakStreetWeatherStation201608191000
63rd Street Weather Station,,201,197,97,0,116,6981,0,342,18,33,9931,42,354,12,,63rdStreetWeatherStation201608191100
Oak Street Weather Station,,215,195,83,0,27,2443,0,10,11,17,9932,37,1,12,,OakStreetWeatherStation201608191100
63rd Street Weather Station,,214,202,90,0,0,6981,0,207,1,14,9918,180,354,119,,63rdStreetWeatherStation201608191200
Oak Street Weather Station,,229,199,76,0,0,2443,0,0,0,6,9918,179,1,121,,OakStreetWeatherStation201608191200
63rd Street Weather Station,,226,209,86,0,0,6981,0,165,27,52,991,283,354,119,,63rdStreetWeatherStation201608191300
Oak Street Weather Station,,243,209,74,0,0,2443,0,233,4,14,9914,754,1,121,,OakStreetWeatherStation201608191300
63rd Street Weather Station,,245,219,80,0,0,6981,0,160,7,23,9904,813,354,119,,63rdStreetWeatherStation201608191400
Oak Street Weather Station,,252,209,68,0,0,2443,0,318,11,22,9907,814,1,121,,OakStreetWeatherStation201608191400
63rd Street Weather Station,,251,221,77,0,0,6981,0,178,9,33,9901,497,353,12,,63rdStreetWeatherStation201608191500
Oak Street Weather Station,,268,212,61,0,0,2443,0,101,14,39,9907,707,1,121,,OakStreetWeatherStation201608191500
63rd Street Weather Station,,272,217,62,0,0,6981,0,218,23,4,9898,572,354,119,,63rdStreetWeatherStation201608191600
Oak Street Weather Station,,286,218,55,0,0,2443,0,208,11,31,990,508,1,121,,OakStreetWeatherStation201608191600
63rd Street Weather Station,,245,223,83,0,0,6981,0,237,16,26,9889,0,354,12,,63rdStreetWeatherStation201608192300
Oak Street Weather Station,,259,223,74,0,0,2443,0,31,6,2,9891,-4,1,121,,OakStreetWeatherStation201608192300
63rd Street Weather Station,,241,226,88,0,0,6981,0,191,28,42,988,0,354,118,,63rdStreetWeatherStation201608202400
Oak Street Weather Station,,26,224,74,0,0,2443,0,191,4,12,988,-4,1,12,,OakStreetWeatherStation201608202400
63rd Street Weather Station,,237,225,90,0,0,6981,0,215,22,39,988,0,354,12,,63rdStreetWeatherStation201608200100
Oak Street Weather Station,,256,225,77,0,0,2443,0,0,5,2,9885,-4,1,121,,OakStreetWeatherStation201608200100
63rd Street Weather Station,,237,224,89,0,0,6981,0,193,15,26,9876,0,355,119,,63rdStreetWeatherStation201608200200
Oak Street Weather Station,,256,224,76,0,0,2443,0,0,3,7,9879,-4,1,121,,OakStreetWeatherStation201608200200
63rd Street Weather Station,,234,222,90,0,0,6981,0,182,21,3,9873,0,354,12,,63rdStreetWeatherStation201608200300
Oak Street Weather Station,,249,223,80,0,0,2443,0,101,7,25,9876,-3,1,12,,OakStreetWeatherStation201608200300
63rd Street Weather Station,,233,223,91,0,0,6981,0,169,27,36,9865,0,355,119,,63rdStreetWeatherStation201608200400
Oak Street Weather Station,,242,221,84,0,0,2443,0,109,15,27,9868,-3,1,121,,OakStreetWeatherStation201608200400
63rd Street Weather Station,,233,223,92,0,0,6981,0,184,33,52,9855,0,354,119,,63rdStreetWeatherStation201608200500
Oak Street Weather Station,,237,22,86,0,0,2443,0,116,15,3,9859,-3,1,121,,OakStreetWeatherStation201608200500
63rd Street Weather Station,,233,224,92,0,0,6981,0,188,36,63,9847,5,354,119,,63rdStreetWeatherStation201608200600
Oak Street Weather Station,,237,22,86,0,0,2443,60,102,14,3,9851,1,1,122,,OakStreetWeatherStation201608200600
63rd Street Weather Station,,234,225,93,0,0,6981,0,191,37,59,9842,60,353,12,,63rdStreetWeatherStation201608200700
Oak Street Weather Station,,239,221,86,0,0,2443,0,226,6,25,9845,59,1,12,,OakStreetWeatherStation201608200700
63rd Street Weather Station,,236,227,92,0,0,6981,0,187,49,74,9827,29,354,12,,63rdStreetWeatherStation201608200800
Oak Street Weather Station,,239,222,86,0,0,2443,0,119,16,36,9831,16,1,12,,OakStreetWeatherStation201608200800
63rd Street Weather Station,,229,226,98,156,139,712,60,219,16,35,9823,5,354,119,,63rdStreetWeatherStation201608200900
Oak Street Weather Station,,23,223,94,84,58,2501,60,50,7,16,9829,5,1,121,,OakStreetWeatherStation201608200900
63rd Street Weather Station,,223,22,97,48,136,7256,60,223,35,81,9819,86,353,119,,63rdStreetWeatherStation201608201000
Oak Street Weather Station,,228,218,92,0,38,2539,0,72,1,17,9822,155,1,12,,OakStreetWeatherStation201608201000
63rd Street Weather Station,,215,212,98,0,58,7315,60,214,25,55,9819,139,354,119,,63rdStreetWeatherStation201608201100
Oak Street Weather Station,,231,215,87,0,2,2541,0,272,16,55,9821,97,1,121,,OakStreetWeatherStation201608201100
63rd Street Weather Station,,237,227,92,0,0,7315,0,222,31,61,9813,509,354,119,,63rdStreetWeatherStation201608201200
Oak Street Weather Station,,245,217,78,0,0,2541,0,0,6,15,9816,549,1,121,,OakStreetWeatherStation201608201200
63rd Street Weather Station,,246,223,82,0,0,7315,0,249,48,65,9811,271,355,119,,63rdStreetWeatherStation201608201300
Oak Street Weather Station,,254,22,75,0,0,2541,0,72,13,32,9813,317,1,121,,OakStreetWeatherStation201608201300
63rd Street Weather Station,,255,226,79,0,0,7315,0,247,54,75,9806,861,355,12,,63rdStreetWeatherStation201608201400
Oak Street Weather Station,,268,219,65,0,0,2541,0,16,1,23,9808,196,2,122,,OakStreetWeatherStation201608201400
63rd Street Weather Station,,266,219,67,0,0,7315,0,250,7,104,9803,430,354,12,,63rdStreetWeatherStation201608201500
63rd Street Weather Station,,263,219,68,0,0,7315,0,269,51,78,9804,603,354,119,,63rdStreetWeatherStation201608201600
Oak Street Weather Station,,267,214,63,0,0,2541,0,293,11,31,9806,112,1,121,,OakStreetWeatherStation201608201600
63rd Street Weather Station,,26,212,66,0,1,7316,0,273,45,89,9807,244,354,12,,63rdStreetWeatherStation201608201700
Oak Street Weather Station,,262,209,62,0,0,2541,0,299,9,28,981,83,1,12,,OakStreetWeatherStation201608201700
63rd Street Weather Station,,227,199,78,0,5,7321,0,282,3,81,9825,86,354,119,,63rdStreetWeatherStation201608201900
Oak Street Weather Station,,225,197,78,0,1,2549,0,346,27,46,9827,13,1,121,,OakStreetWeatherStation201608201900
63rd Street Weather Station,,223,187,72,0,0,7321,0,270,25,43,9831,1,354,12,,63rdStreetWeatherStation201608202000
Oak Street Weather Station,,221,181,69,0,0,2549,0,0,8,31,9833,-2,1,121,,OakStreetWeatherStation201608202000
63rd Street Weather Station,,221,185,72,0,0,7321,0,273,26,41,984,0,354,12,,63rdStreetWeatherStation201608202100
Oak Street Weather Station,,221,181,68,0,0,2549,0,272,8,22,9842,-3,1,12,,OakStreetWeatherStation201608202100
63rd Street Weather Station,,215,178,70,0,0,7321,0,279,25,58,9848,0,354,12,,63rdStreetWeatherStation201608202200
Oak Street Weather Station,,216,175,67,0,0,2549,0,303,14,4,985,-2,1,12,,OakStreetWeatherStation201608202200
63rd Street Weather Station,,206,173,72,0,0,7321,0,276,22,47,9852,1,354,119,,63rdStreetWeatherStation201608202300
Oak Street Weather Station,,208,168,67,0,0,2549,0,0,0,15,9853,-2,1,121,,OakStreetWeatherStation201608202300
63rd Street Weather Station,,202,17,73,0,0,7321,0,282,28,44,9852,1,354,119,,63rdStreetWeatherStation201608212400
Oak Street Weather Station,,204,166,69,0,0,2549,0,312,12,31,9856,-2,1,121,,OakStreetWeatherStation201608212400
63rd Street Weather Station,,189,162,76,0,0,7321,0,281,26,59,9858,1,354,119,,63rdStreetWeatherStation201608210200
Oak Street Weather Station,,19,159,73,0,0,2549,0,338,8,22,986,-2,1,12,,OakStreetWeatherStation201608210200
63rd Street Weather Station,,185,16,78,0,0,7321,0,271,28,39,9861,1,354,118,,63rdStreetWeatherStation201608210300
Oak Street Weather Station,,189,158,73,0,0,2549,0,289,22,35,9863,-2,1,121,,OakStreetWeatherStation201608210300
63rd Street Weather Station,,181,158,79,0,0,7321,0,280,36,77,9864,1,354,119,,63rdStreetWeatherStation201608210400
Oak Street Weather Station,,182,154,75,0,0,2549,0,294,9,16,9867,0,1,12,,OakStreetWeatherStation201608210400
63rd Street Weather Station,,173,154,82,0,0,7321,0,280,24,47,9868,2,354,119,,63rdStreetWeatherStation201608210500
Oak Street Weather Station,,177,152,78,0,0,2549,0,301,13,33,9871,0,1,121,,OakStreetWeatherStation201608210500
63rd Street Weather Station,,168,152,85,0,0,7321,0,277,21,36,9875,4,353,119,,63rdStreetWeatherStation201608210600
Oak Street Weather Station,,171,15,80,0,0,2549,0,299,6,24,9879,1,1,12,,OakStreetWeatherStation201608210600
63rd Street Weather Station,,171,155,84,0,0,7321,0,270,27,73,9882,84,355,118,,63rdStreetWeatherStation201608210700
Oak Street Weather Station,,178,154,78,0,0,2549,0,267,13,34,9885,92,1,12,,OakStreetWeatherStation201608210700
63rd Street Weather Station,,17,154,85,0,0,7321,0,279,17,42,9893,107,354,119,,63rdStreetWeatherStation201608210800
Oak Street Weather Station,,173,151,79,0,0,2549,0,302,7,18,9897,73,1,121,,OakStreetWeatherStation201608210800
63rd Street Weather Station,,181,157,78,0,0,7321,0,319,21,5,9899,202,355,12,,63rdStreetWeatherStation201608210900
Oak Street Weather Station,,183,154,74,0,0,2549,0,342,23,38,9903,191,1,12,,OakStreetWeatherStation201608210900
63rd Street Weather Station,,19,157,71,0,0,7321,0,288,2,54,9904,686,355,12,,63rdStreetWeatherStation201608211000
Oak Street Weather Station,,194,156,68,0,0,2549,0,328,1,2,9908,460,1,121,,OakStreetWeatherStation201608211000
63rd Street Weather Station,,205,163,65,0,0,7321,0,305,27,57,991,787,355,119,,63rdStreetWeatherStation201608211100
Oak Street Weather Station,,209,161,61,0,0,2549,0,356,15,31,9915,940,1,121,,OakStreetWeatherStation201608211100
63rd Street Weather Station,,21,168,66,0,0,7321,0,332,29,61,9914,883,355,12,,63rdStreetWeatherStation201608211200
Oak Street Weather Station,,214,162,59,0,0,2549,0,315,15,46,9919,303,1,121,,OakStreetWeatherStation201608211200
63rd Street Weather Station,,219,168,60,0,0,7321,0,300,22,6,9918,229,354,119,,63rdStreetWeatherStation201608211300
Oak Street Weather Station,,229,166,53,0,0,2549,0,309,1,26,9922,277,1,121,,OakStreetWeatherStation201608211300
63rd Street Weather Station,,23,166,52,0,0,7321,0,280,25,68,9921,140,354,119,,63rdStreetWeatherStation201608211400
Oak Street Weather Station,,234,164,49,0,0,2549,0,308,11,27,9924,168,1,121,,OakStreetWeatherStation201608211400
63rd Street Weather Station,,232,164,50,0,0,7321,0,342,22,39,9924,828,354,119,,63rdStreetWeatherStation201608211500
Oak Street Weather Station,,237,163,47,0,0,2549,0,11,3,57,9927,783,1,121,,OakStreetWeatherStation201608211500
63rd Street Weather Station,,232,162,49,0,0,7321,0,312,16,37,9926,751,354,118,,63rdStreetWeatherStation201608211600
Oak Street Weather Station,,237,161,45,0,0,2549,0,8,32,43,9929,162,1,121,,OakStreetWeatherStation201608211600
